event_id
0
8
3
2
7
4
5
2
0
7
5
4
8
5
7
29
8
1
0
0
3
3
3
8
1
5
7
0
7
5
0
2
28
8
5
9
8
5
5
29
2
8
8
2
2
8
4
1
29
29
5
1
2
7
2
4
1
2
2
1
4
9
7
5
8
13
12
14
15
13
20
14
12
15
13
14
20
20
15
15
14
13
14
12
15
13
13
22
22
22
22
21
22
21
21
22
22
22
22
21
21
21
22
22
21
21
22
21
22
21
21
21
21
22
22
22
21
21
21
21
22
22
22
12
7
23
5
23
23
11
23
23
23
23
23
4
11
11
23
7
23
23
23
23
24
23
23
23
11
23
11
23
11
23
11
25
23
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
4
11
11
5
0
4
11
3
4
2
1
0
2
4
0
3
5
30
7
2
8
0
8
0
0
0
3
3
23
7
4
3
8
31
2
32
0
8
7
3
4
0
1
5
3
1
5
1
2
32
4
1
5
7
8
1
7
4
1
3
8
0
4
2
3
3
3
1
32
7
8
4
4
3
5
4
0
4
0
1
32
7
8
7
1
5
5
3
21
21
21
21
21
22
21
22
21
21
21
21
21
22
21
21
22
22
21
23
26
23
2
23
24
27
11
25
23
11
5
11
11
11
23
11
7
4
3
0
27
5
3
8
7
3
33
4
4
1
2
0
5
5
3
2
4
0
1
1
2
26
8
8
3
4
7
5
4
2
4
7
8
7
3
5
4
8
4
0
8
5
8
2
2
1
2
5
3
0
3
0
7
26
0
26
8
5
4
3
7
7
2
8
7
3
26
5
5
2
20
8
0
1
8
1
8
1
1
7
0
1
0
2
22
22
12
15
14
12
12
14
13
12
12
12
12
15
13
14
14
13
13
12
14
12
12
22
22
22
22
22
21
21
22
22
22
22
21
21
21
22
21
22
21
22
21
21
21
23
23
23
23
23
12
3
11
23
11
11
11
11
23
11
11
11
11
11
11
11
11
11
11
7
13
7
2
2
2
4
3
4
32
34
5
2
5
2
8
3
5
0
5
7
8
0
2
8
1
5
5
1
0
0
5
8
8
2
8
4
1
1
8
4
4
4
32
8
7
1
4
34
4
7
4
5
5
5
2
1
8
32
3
8
3
1
3
0
3
0
2
34
2
32
0
4
2
7
7
8
1
1
4
3
2
0
2
1
5
0
22
21
22
23
1
3
4
2
0
26
4
7
0
8
2
7
3
0
1
5
4
7
2
1
1
8
2
0
8
0
1
7
27
1
1
8
0
5
1
1
5
5
3
0
2
2
2
7
8
1
8
2
8
3
0
5
2
0
1
7
4
5
1
0
4
5
0
8
0
5
2
0
4
2
5
1
5
7
0
1
4
2
27
1
5
5
8
3
3
4
7
1
2
21
22
22
21
21
22
22
21
21
22
22
22
22
22
22
21
21
9
21
21
21
21
22
22
22
22
23
4
24
23
23
7
23
23
23
23
23
7
23
23
23
11
23
23
23
23
23
11
11
23
25
11
5
11
11
24
11
11
11
25
11
5
11
11
2
2
4
3
1
2
4
34
8
8
7
1
5
1
8
32
3
4
8
35
8
5
8
3
1
8
5
7
2
3
1
2
4
5
8
7
2
7
1
3
4
8
1
0
5
5
5
0
3
3
3
34
5
5
2
3
34
4
3
5
1
0
4
7
8
3
3
8
1
1
8
0
21
1
3
8
2
1
3
8
8
0
2
0
4
2
0
7
7
3
1
3
26
1
2
26
3
3
1
8
0
3
1
5
2
1
4
8
5
26
0
3
3
3
27
7
4
7
8
8
8
8
26
26
4
26
2
4
8
8
0
26
1
3
26
8
4
1
0
5
4
22
21
21
21
21
22
21
21
21
21
21
22
22
22
22
21
21
23
36
23
37
3
0
23
23
23
11
23
11
11
11
11
11
11
11
11
1
11
11
11
11
11
0
11
5
4
34
8
11
34
3
1
4
2
9
8
0
32
34
3
8
1
34
1
8
3
7
0
3
2
4
0
4
1
8
32
7
7
7
32
7
3
8
5
1
5
0
8
3
1
2
1
0
2
0
5
8
1
5
34
3
8
1
2
2
0
7
0
0
0
1
2
2
7
4
2
1
7
5
3
3
7
7
4
0
7
4
3
3
1
7
4
7
5
32
34
0
1
34
1
0
5
5
32
8
4
2
3
0
21
22
22
21
21
22
22
21
21
21
21
22
22
4
11
0
23
4
23
23
23
1
23
24
24
23
23
23
11
23
25
23
11
23
25
11
25
11
11
8
11
11
5
5
7
11
8
8
8
4
7
5
1
2
3
38
2
3
39
5
23
3
8
4
2
3
7
4
3
0
5
8
4
7
32
0
0
2
7
4
0
3
0
8
7
1
34
34
7
2
1
2
5
8
1
4
4
1
4
0
2
3
0
0
8
5
1
32
0
2
0
0
32
2
32
3
2
4
3
34
7
2
34
7
3
4
7
8
1
1
8
5
34
21
22
22
21
22
22
22
22
22
22
22
21
21
22
22
22
21
22
22
22
21
23
23
1
23
11
23
23
23
23
11
23
11
11
23
23
23
11
11
11
8
11
11
11
23
0
8
4
3
3
32
5
8
34
5
4
3
8
40
23
0
3
4
0
0
32
4
8
11
32
8
32
0
0
8
1
5
1
34
5
5
3
5
4
0
9
7
0
0
7
5
4
0
7
3
4
34
7
32
32
3
7
4
7
1
2
5
8
34
2
0
3
2
2
8
0
5
2
2
8
7
3
2
8
23
1
4
0
3
2
2
2
5
3
5
0
4
2
0
0
8
1
3
1
27
8
5
7
2
1
1
7
4
4
7
5
0
4
