event_id
0
1
2
0
1
2
2
2
0
3
3
4
4
2
5
6
0
3
6
2
7
8
2
7
2
5
3
6
9
7
5
3
2
4
2
7
7
7
2
5
3
7
5
3
8
1
7
8
0
2
3
8
1
0
7
1
5
10
6
7
8
2
7
3
7
3
3
1
7
9
5
0
11
12
12
12
13
14
15
12
15
15
12
15
14
15
13
14
14
13
14
15
14
14
15
15
13
15
15
15
15
15
15
7
2
4
1
7
2
2
3
5
1
5
5
4
5
7
8
5
16
0
5
1
1
4
0
2
7
2
1
8
1
4
7
8
0
17
1
16
5
0
7
0
5
2
7
5
8
5
16
2
1
17
1
5
1
5
3
7
8
4
1
1
3
8
8
2
5
1
0
7
0
0
16
9
5
5
3
8
7
5
3
7
18
1
19
1
0
8
7
8
1
2
7
7
20
8
0
4
19
8
8
19
1
4
7
7
0
1
1
7
3
4
1
1
1
7
3
19
0
5
2
0
8
3
1
5
0
7
3
7
2
3
4
4
0
4
2
2
1
2
18
0
3
1
2
3
1
18
8
0
19
19
8
0
19
0
1
4
0
8
0
19
2
19
18
3
0
7
3
2
7
0
18
8
19
8
1
0
4
3
0
2
7
1
8
2
2
4
2
21
13
14
12
14
14
12
14
13
12
12
13
13
13
12
13
13
12
14
12
13
12
12
13
13
15
13
14
15
13
12
12
13
14
13
13
14
14
15
15
13
14
14
12
13
13
14
14
14
15
14
12
13
13
20
9
9
15
15
15
13
12
15
13
13
14
20
13
15
12
22
22
21
22
22
21
22
21
21
21
21
21
21
21
22
22
21
21
21
22
22
22
22
22
21
22
21
21
21
21
21
22
22
22
21
22
21
22
22
21
21
21
21
21
22
22
22
21
21
22
22
22
21
22
22
22
22
21
21
22
21
22
22
21
11
7
23
23
23
23
11
23
3
23
1
6
23
23
23
23
23
23
3
23
23
23
23
23
23
23
24
23
11
23
23
23
23
11
11
23
23
23
23
23
11
23
23
23
23
11
11
23
23
23
11
11
11
7
10
11
11
11
11
11
11
11
11
11
11
25
11
11
7
2
11
11
8
11
1
10
11
1
7
6
4
5
2
1
2
5
0
6
3
1
7
8
8
23
5
0
8
5
23
8
6
7
4
2
11
7
3
3
7
8
3
8
7
3
4
0
8
0
6
5
3
4
8
10
7
0
4
6
7
2
2
10
4
1
8
0
4
2
7
8
8
5
0
20
4
4
1
8
3
4
5
7
3
4
7
2
2
4
3
23
3
7
5
0
1
4
8
7
5
26
3
8
2
4
5
5
27
4
1
1
4
4
2
5
4
4
5
4
8
1
7
2
0
2
7
1
1
8
0
4
3
26
2
2
8
26
8
3
2
4
5
4
7
5
0
5
1
2
1
7
20
27
2
5
3
4
7
2
3
8
3
2
4
5
5
8
4
1
5
8
2
3
8
7
7
2
3
8
0
1
0
26
4
1
12
15
15
14
15
15
14
13
15
13
15
15
15
15
13
15
12
15
15
9
15
13
14
28
4
0
1
29
4
2
5
3
5
4
0
5
5
3
4
2
